year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,blh_forecast,ratio_satellite,NO2_satellite_filled,HCHO_satellite_filled,NO2_forecast_per_blh,O3_forecast_per_blh,blh_delta_1h,blh_rel_change,sin_hour,cos_hour,wind_speed,wind_dir_deg,wind_sector,SZA_deg,cosSZA,solar_elevation,sunset_flag,solar_declination_deg,hour_angle_deg,solar_time_hr,EoT_min
2019.0,7.0,25.0,0.0,0.18,98.03,7.46,11.12,2.68,-2.55,4.9,88.6,,,,1.106420920757102,0.0020315797790092,,,0.0,1.0,3.699310746612131,313.5761151251251,7.0,131.24317978189765,-0.6592563149808579,-41.24317978189765,1.0,19.60245249236703,173.20416467348,23.546944311565333,-6.181381306080062
2019.0,7.0,25.0,1.0,2.04,94.06,5.24,10.58,2.75,-2.24,4.44,30.59,,,,3.0747605504887057,0.0666862802785132,-58.00999999999999,0.345255696888297,0.2588190451025207,0.9659258262890684,3.546843667262486,309.16438155515846,7.0,131.04150543394329,-0.656605573314638,-41.041505433943286,1.0,19.60245249236703,-171.79583532652003,0.5469443115653323,-6.181381306080062
2019.0,7.0,25.0,2.0,3.91,90.09,6.36,10.03,2.81,-1.93,3.98,56.5,,,,1.5944850533618875,0.0692023150032742,25.91,1.8469484488901964,0.4999999999999999,0.8660254037844387,3.408958785318473,304.48255421190635,7.0,126.74288602012982,-0.598225110385259,-36.742886020129816,1.0,19.60245249236703,-156.79583532652003,1.5469443115653323,-6.181381306080062
2019.0,7.0,25.0,3.0,5.78,86.12,7.63,9.49,2.87,-1.61,3.51,119.32,,,,0.7217505719864903,0.0484407606372725,62.81999999999999,2.111821029716288,0.7071067811865476,0.7071067811865476,3.2907445965920843,299.29136217098426,7.0,119.2153469666146,-0.4880934582630815,-29.21534696661459,1.0,19.60245249236703,-141.79583532652,2.5469443115653325,-6.181381306080062
2019.0,7.0,25.0,4.0,5.77,76.72,5.61,9.75,2.52,-1.59,2.69,37.15,,,,2.065085731205082,0.1553121046539797,-82.16999999999999,0.3113450272793557,0.8660254037844386,0.5000000000000001,2.979681191000138,302.24997416418364,7.0,109.49447182420124,-0.3337159070390718,-19.49447182420124,1.0,19.60245249236703,-126.79583532652,3.5469443115653325,-6.181381306080062
2019.0,7.0,25.0,5.0,5.75,67.32,8.84,10.02,2.18,-1.57,1.87,16.81,,,,4.004520849443816,0.3420379513413836,-20.34,0.4524777260369842,0.9659258262890684,0.2588190451025207,2.68650330355278,305.76081037904214,7.0,98.37278010138556,-0.1456130317081797,-8.372780101385558,1.0,19.60245249236703,-111.79583532652,4.5469443115653325,-6.181381306080062
2019.0,7.0,25.0,6.0,5.74,57.93,7.04,10.28,1.83,-1.55,1.05,22.59,,,,2.564295515913417,0.2540834845735027,5.780000000000001,1.343763012313366,1.0,6.123233995736766e-17,2.3982076640691483,310.2644169649706,7.0,86.36522390286059,0.063396267630493,3.634776097139408,0.0,19.60245249236703,-96.79583532652,5.5469443115653325,-6.181381306080062
2019.0,7.0,25.0,7.0,9.06,61.72,10.96,10.0,1.8,-1.34,1.24,95.8,,,,0.6442521476811307,0.0945710378806066,73.21,4.240626798282501,0.9659258262890684,-0.2588190451025206,2.244014260204244,306.6656354826422,7.0,73.79539103975007,0.2790683526312147,16.204608960249928,0.0,19.60245249236703,-81.79583532652,6.5469443115653325,-6.181381306080062
2019.0,7.0,25.0,8.0,12.39,65.51,12.69,9.72,1.77,-1.13,1.44,200.01,,,,0.3275319857407843,0.0619465929373884,104.21,2.087765263410612,0.8660254037844387,-0.4999999999999998,2.09995238041247,302.5548968032681,7.0,60.8757255447304,0.4867055271161586,29.1242744552696,0.0,19.60245249236703,-66.79583532652,7.546944311565332,-6.181381306080062
2019.0,7.0,25.0,9.0,15.72,69.3,8.09,9.44,1.74,-0.92,1.63,52.39,,,,1.3227462732148652,0.3000515355690863,-147.62,0.2619355935423552,0.7071067811865476,-0.7071067811865475,1.9682479518597245,297.86700384965684,7.0,47.76618669273125,0.6721576607808303,42.23381330726874,0.0,19.60245249236703,-51.79583532652003,8.546944311565332,-6.181381306080062
2019.0,7.0,25.0,10.0,17.04,72.78,8.99,9.15,0.88,0.12,1.78,88.61,,,,0.8213427226867995,0.1923011815688796,36.22,1.691321028420912,0.4999999999999999,-0.8660254037844387,0.8881441324469806,262.23483398157464,6.0,34.635286482872566,0.8227864971901242,55.36471351712744,0.0,19.60245249236703,-36.79583532652003,9.546944311565332,-6.181381306080062
2019.0,7.0,25.0,11.0,18.37,76.26,10.6,8.85,0.02,1.16,1.93,230.2,,,,0.3312757112262762,0.0797998271076146,141.58999999999995,2.597871596077236,0.258819045102521,-0.9659258262890682,1.160172400981854,180.98776039963985,4.0,21.82450199443284,0.9283269300686686,68.17549800556714,0.0,19.60245249236703,-21.795835326520027,10.546944311565332,-6.181381306080062
2019.0,7.0,25.0,12.0,19.7,79.74,9.13,8.56,-0.84,2.2,2.07,38.57,,,,2.067356303958933,0.5107464157009152,-191.63,0.1675492287175121,1.2246467991473532e-16,-1.0,2.3549097647256043,159.1022345011611,4.0,11.012193663160952,0.9815865533296028,78.98780633683904,0.0,19.60245249236703,-6.7958353265200255,11.546944311565332,-6.181381306080062
2019.0,7.0,25.0,13.0,24.07,73.6,10.46,8.77,0.02,0.78,2.06,66.13,,,,1.112942492930698,0.3639745353918737,27.559999999999995,1.714500531487387,-0.2588190451025208,-0.9659258262890684,0.7802563681252463,181.46880071438585,4.0,11.780813869084389,0.9789358116633828,78.21918613091562,0.0,19.60245249236703,8.204164673479974,12.546944311565332,-6.181381306080062
2019.0,7.0,25.0,14.0,28.44,67.46,11.4,8.99,0.88,-0.65,2.04,21.17,,,,3.1864342732983792,1.3433470313164233,-44.96,0.3201221817302022,-0.4999999999999997,-0.8660254037844388,1.0940292500660118,306.4509231795813,7.0,22.99259437790499,0.920555348734004,67.00740562209499,0.0,19.60245249236703,23.204164673479973,13.546944311565332,-6.181381306080062
2019.0,7.0,25.0,15.0,32.81,61.32,9.91,9.2,1.74,-2.08,2.03,30.4,,,,2.017038913193645,1.0792408144468932,9.229999999999997,1.4359265032355577,-0.7071067811865471,-0.7071067811865479,2.711825953117198,320.08622170963463,7.0,35.86265160244462,0.8104236966118267,54.13734839755536,0.0,19.60245249236703,38.20416467347997,14.546944311565332,-6.181381306080062
2019.0,7.0,25.0,16.0,30.41,60.55,11.18,9.61,1.49,-1.88,1.82,33.01,,,,1.834237072490988,0.9212080821544336,2.6099999999999994,1.0858195454096904,-0.8660254037844385,-0.5000000000000004,2.398853893008076,321.60130351676133,7.0,49.00097808561259,0.656046145387817,40.99902191438741,0.0,19.60245249236703,53.20416467347997,15.546944311565332,-6.181381306080062
2019.0,7.0,25.0,17.0,28.01,59.78,10.82,10.01,1.24,-1.68,1.61,30.24,,,,1.976786481928508,0.9262259845904568,-2.77,0.9160582836024356,-0.9659258262890684,-0.2588190451025206,2.0880613017821097,323.5691418798376,7.0,62.09912763811775,0.4679432700569249,27.90087236188225,0.0,19.60245249236703,68.20416467348,16.546944311565333,-6.181381306080062
2019.0,7.0,25.0,18.0,25.61,59.01,9.69,10.41,0.99,-1.49,1.4,17.49,,,,3.3737350637470698,1.4641815790978217,-12.75,0.5783538904136768,-1.0,-1.8369701987210292e-16,1.7889102828258323,326.39876306875794,7.0,74.99318285365014,0.2589339707182521,15.006817146349874,0.0,19.60245249236703,83.20416467348,17.546944311565333,-6.181381306080062
2019.0,7.0,25.0,19.0,18.9,75.01,10.54,10.74,0.75,-1.52,1.65,25.98,,,,2.8871098110157423,0.7274546784188445,8.490000000000002,1.4853353153050142,-0.9659258262890684,0.2588190451025203,1.6949631264425784,333.7372984148987,7.0,87.52050269003273,0.0432618857175301,2.479497309967272,0.0,19.60245249236703,98.20416467348,18.546944311565333,-6.181381306080062
2019.0,7.0,25.0,20.0,12.19,91.02,11.61,11.07,0.5,-1.55,1.9,32.43,,,,2.806573957016435,0.3758749344762727,6.449999999999999,1.2482198529694777,-0.8660254037844386,0.5000000000000001,1.6286497474902333,342.12130340415865,0.0,99.46094565505464,-0.1643752887674135,-9.46094565505463,1.0,19.60245249236703,113.20416467348,19.546944311565333,-6.181381306080062
2019.0,7.0,25.0,21.0,5.47,107.02,10.75,11.4,0.26,-1.58,2.15,35.39,,,,3.023932638241361,0.1545590686897799,2.960000000000001,1.0912398630939537,-0.7071067811865477,0.7071067811865474,1.6012495120998478,350.65532809790034,0.0,110.47675986603018,-0.3498274224320855,-20.47675986603018,1.0,19.60245249236703,128.20416467348,20.546944311565333,-6.181381306080062
2019.0,7.0,25.0,22.0,10.09,92.44,9.91,11.37,0.35,-1.69,1.67,23.22,,,,3.9808793764265102,0.4345204771543,-12.170000000000002,0.6560990082224294,-0.5000000000000004,0.8660254037844384,1.725862103413827,348.2994205371842,0.0,120.03019043561204,-0.5004562588413793,-30.030190435612027,1.0,19.60245249236703,143.20416467348,21.546944311565333,-6.181381306080062
2019.0,7.0,25.0,23.0,14.71,77.85,12.28,11.35,0.45,-1.8,1.18,13.67,,,,5.694535878867676,1.0760002925901544,-9.55,0.5886912708324361,-0.2588190451025215,0.965925826289068,1.855397531527948,345.96375653207355,0.0,127.3005972131441,-0.6059966917199238,-37.3005972131441,1.0,19.60245249236703,158.20416467348,22.546944311565333,-6.181381306080062
2019.0,8.0,2.0,0.0,8.26,63.38,26.83,5.82,-2.03,1.02,1.29,29.97,,,,2.1147108871909515,0.2755997464215408,16.299999999999997,2.1922317314022384,0.0,1.0,2.271849466844139,116.67783799894028,3.0,133.18489640056657,-0.6843549205207955,-43.18489640056657,1.0,17.650037105625604,173.26763772673718,23.551175848449144,-5.927489093051257
2019.0,8.0,2.0,1.0,11.71,67.12,25.84,5.77,-1.48,0.74,1.99,19.76,,,,3.3965892414351497,0.5925813470978188,-10.209999999999996,0.6593039938607321,0.2588190451025207,0.9659258262890684,1.6546903033498443,116.56505117707798,3.0,132.95563619679598,-0.681431872578316,-42.95563619679598,1.0,17.650037105625604,-171.7323622732628,0.5511758484491457,-5.927489093051257
