year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,ratio_satellite,NO2_satellite_filled,HCHO_satellite_filled
2024.0,5.0,5.0,0.0,1.12,82.84,21.58,11.29,-0.97,-1.92,0.72,0.08473649967469098,0.7,0.059315549772283684
2024.0,5.0,5.0,1.0,6.35,81.56,19.41,10.88,-1.03,-0.72,0.16,0.4879654753498343,0.6891839690970546,0.3362979830839298
2024.0,5.0,5.0,2.0,11.58,80.29,19.14,10.48,-1.1,0.48,-0.4,0.9039401756882997,0.6784524384355384,0.6132804163955758
2024.0,5.0,5.0,3.0,16.81,79.01,19.69,10.07,-1.16,1.68,-0.96,1.3334546164092478,0.6676364075325929,0.8902628497072219
2024.0,5.0,5.0,4.0,29.27,58.0,19.93,9.8,-0.41,0.42,-0.27,3.1629135113826123,0.49010140028971505,1.5501483409238779
2024.0,5.0,5.0,5.0,41.72,36.98,19.87,9.54,0.34,-0.83,0.42,7.070823237727548,0.31248189280540795,2.209504229017567
2024.0,5.0,5.0,6.0,54.17,15.97,20.1,9.28,1.09,-2.09,1.11,21.25917989994601,0.13494688556253018,2.868860117111256
2024.0,5.0,5.0,7.0,48.56,23.41,20.16,8.85,0.68,-2.08,1.1,13.000793254598769,0.19781506518590053,2.5717527651268712
2024.0,5.0,5.0,8.0,42.95,30.86,20.02,8.43,0.28,-2.08,1.09,8.722878716078304,0.2607677450507001,2.2746454131424856
2024.0,5.0,5.0,9.0,37.35,38.3,21.05,8.01,-0.12,-2.08,1.07,6.112015117830796,0.32363592467407043,1.9780676642810673
2024.0,5.0,5.0,10.0,41.76,32.56,20.77,8.36,0.47,-2.1,1.0,8.038382749326146,0.27513278609367453,2.211622641509434
2024.0,5.0,5.0,11.0,46.18,26.83,22.16,8.72,1.05,-2.13,0.92,10.7876250603773,0.22671414775470783,2.445707221860768
2024.0,5.0,5.0,12.0,50.59,21.1,21.67,9.07,1.64,-2.16,0.84,15.027087377965064,0.17829550941574118,2.6792621990891354
2024.0,5.0,5.0,13.0,51.88,20.14,19.34,8.52,1.59,-2.05,0.75,16.14481559098395,0.17018348623853208,2.747581001951855
2024.0,5.0,5.0,14.0,53.16,19.19,20.63,7.97,1.54,-1.93,0.66,17.36211326644329,0.16215596330275228,2.815370201691607
2024.0,5.0,5.0,15.0,54.45,18.23,18.76,7.42,1.49,-1.82,0.57,18.719912008250173,0.1540439401255432,2.883689004554327
2024.0,5.0,5.0,16.0,51.93,20.67,18.45,7.29,1.26,-2.12,0.9,15.746006760330673,0.17466199903428295,2.7502290175666886
2024.0,5.0,5.0,17.0,49.4,23.1,16.61,7.17,1.02,-2.42,1.22,13.403170944369943,0.19519555770159341,2.6162394274560836
2024.0,5.0,5.0,18.0,46.88,25.54,17.12,7.05,0.79,-2.72,1.55,11.504276140978076,0.21581361661033316,2.4827794404684456
