year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,ratio_satellite,O3_target,NO2_target,NO2_satellite_filled,HCHO_satellite_filled
2022.0,7.0,28.0,0.0,77.63,57.86,23.12,7.5,-2.18,0.8,0.89,1.3786553016412548,11.72,23.75,0.3447532321528949,0.47529587126554684
2022.0,7.0,28.0,1.0,93.01,60.4,24.0,7.53,-0.74,0.02,0.88,1.5823306632376302,6.35,30.0,0.3598875772906127,0.5694611488652391
2022.0,7.0,28.0,2.0,108.39,62.95,23.5,7.55,0.7,-0.76,0.88,1.7692859152683516,9.45,23.75,0.3750815064643058,0.6636264264649314
2022.0,7.0,28.0,3.0,123.77,65.49,23.85,7.57,2.14,-1.54,0.87,1.9419808317717606,8.7,30.9,0.39021585160202354,0.7577917040646236
2022.0,7.0,28.0,4.0,134.51,69.21,24.7,7.51,1.84,-1.2,0.57,1.9970560856880264,12.7,32.83,0.4123811129848229,0.8235482113091421
2022.0,7.0,28.0,5.0,145.25,72.92,26.3,7.45,1.54,-0.87,0.28,2.0467934545831596,21.78,40.62,0.434486790331647,0.8893047185536607
2022.0,7.0,28.0,6.0,155.98,76.64,29.02,7.4,1.24,-0.53,-0.02,2.091307805175877,26.7,41.7,0.45665205171444634,0.955
2022.0,7.0,28.0,7.0,147.55,80.74,28.66,7.51,0.81,0.29,0.29,1.8778245266052787,26.93,40.5,0.48108150646430575,0.9033866521348892
2022.0,7.0,28.0,8.0,139.11,84.85,29.09,7.62,0.39,1.11,0.6,1.6846552602272318,36.4,30.5,0.5055705452501406,0.851712078471599
2022.0,7.0,28.0,9.0,130.67,88.95,28.74,7.73,-0.04,1.93,0.91,1.5095047260534127,39.1,34.67,0.53,0.8000375048083087
2022.0,7.0,28.0,10.0,116.33,73.46,32.92,7.84,0.46,0.88,0.89,1.627216511719973,26.93,37.88,0.4377043282743114,0.7122397102192589
2022.0,7.0,28.0,11.0,102.0,57.96,30.6,7.94,0.96,-0.17,0.88,1.8083243626071048,8.47,48.75,0.34534907251264757,0.6245031414283883
2022.0,7.0,28.0,12.0,87.66,42.47,34.04,8.05,1.46,-1.22,0.87,2.1209173446010343,7.27,43.65,0.253053400786959,0.5367053468393383
