year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,ratio_satellite,O3_target,NO2_target,NO2_satellite_filled,HCHO_satellite_filled
2022.0,7.0,28.0,0.0,80.16,30.21,23.36,7.46,-1.65,1.2,1.43,1.8745947816633506,5.62,14.97,0.2410372340425532,0.45184714112273794
2022.0,7.0,28.0,1.0,93.82,30.45,24.09,7.44,-0.44,0.26,1.27,2.1767499949923446,5.83,11.67,0.24295212765957444,0.5288460426663582
2022.0,7.0,28.0,2.0,107.48,30.69,23.83,7.43,0.78,-0.68,1.1,2.4741794180835446,4.9,12.15,0.24486702127659576,0.6058449442099786
2022.0,7.0,28.0,3.0,121.14,30.92,24.31,7.41,2.0,-1.62,0.94,2.7678879474272655,5.12,13.48,0.24670212765957447,0.6828438457535988
2022.0,7.0,28.0,4.0,134.83,35.46,26.0,7.52,1.77,-1.1,0.65,2.6862611041933824,5.48,10.05,0.2829255319148936,0.7600118517662021
2022.0,7.0,28.0,5.0,148.52,39.99,26.84,7.63,1.55,-0.57,0.37,2.6238195092509033,5.35,13.82,0.3190691489361702,0.8371798577788055
2022.0,7.0,28.0,6.0,162.22,44.53,29.53,7.74,1.33,-0.04,0.09,2.5736656277591807,10.03,14.02,0.35529255319148934,0.9144042319477365
2022.0,7.0,28.0,7.0,165.8,45.98,28.49,7.76,1.1,0.2,0.64,2.5475104828135873,8.25,9.85,0.36686170212765956,0.9345840319130485
2022.0,7.0,28.0,8.0,169.39,47.43,29.79,7.77,0.88,0.43,1.19,2.5231034873360225,6.58,20.5,0.3784308510638298,0.9548202000346879
2022.0,7.0,28.0,9.0,172.97,48.88,29.52,7.79,0.66,0.67,1.74,2.4999999999999996,6.0,15.93,0.39,0.9749999999999999
2022.0,7.0,28.0,10.0,146.61,38.44,31.29,7.61,0.9,0.08,1.4,2.694515183923012,7.07,9.53,0.30670212765957444,0.8264135399202174
