year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,ratio_satellite,O3_target,NO2_target,NO2_satellite_filled,HCHO_satellite_filled
2022.0,7.0,28.0,0.0,73.35,57.54,22.99,7.68,-3.46,1.28,1.02,1.3335789168852705,31.55,28.6,0.17225796630809823,0.22971959213401305
2022.0,7.0,28.0,1.0,82.77,57.25,23.9,7.7,-1.35,0.29,0.99,1.5124670584562667,34.73,34.3,0.17138979094783843,0.25922141296431167
2022.0,7.0,28.0,2.0,92.19,56.97,23.89,7.72,0.76,-0.7,0.96,1.6928795386284723,39.92,28.2,0.1705515526689669,0.2887232337946103
2022.0,7.0,28.0,3.0,101.62,56.68,23.92,7.74,2.87,-1.69,0.93,1.87558957131692,41.1,22.95,0.1696833773087071,0.31825637290604514
2022.0,7.0,28.0,4.0,113.51,64.06,25.55,7.81,2.45,-1.15,0.66,1.8536837793117722,45.5,14.45,0.1917769433732494,0.3554938091769847
2022.0,7.0,28.0,5.0,125.41,71.44,26.54,7.88,2.03,-0.61,0.39,1.8364503117401645,57.55,14.52,0.2138705094377917,0.3927625637290604
2022.0,7.0,28.0,6.0,137.3,78.83,29.45,7.95,1.6,-0.07,0.13,1.8220801252211907,67.47,15.4,0.23599401258372232,0.43
2022.0,7.0,28.0,7.0,134.39,85.4,28.98,7.86,0.9,0.44,0.17,1.646256654779508,62.98,17.38,0.2556626750558149,0.42088638018936625
2022.0,7.0,28.0,8.0,131.48,91.97,29.62,7.78,0.19,0.96,0.21,1.495553554041031,79.62,13.75,0.2753313375279074,0.4117727603787326
2022.0,7.0,28.0,9.0,128.57,98.54,29.04,7.69,-0.52,1.47,0.25,1.364946239213895,91.88,13.95,0.295,0.402659140568099
2022.0,7.0,28.0,10.0,114.03,78.39,30.81,7.64,0.27,0.59,0.43,1.5217626484831144,65.3,11.4,0.2346767810026385,0.357122359796067
2022.0,7.0,28.0,11.0,99.49,58.24,31.27,7.59,1.05,-0.29,0.61,1.7870904123805875,64.0,14.72,0.17435356200527705,0.3115855790240349
