year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,ratio_satellite,NO2_satellite_filled,HCHO_satellite_filled
2024.0,5.0,5.0,0.0,0.03,88.14,21.63,11.25,-0.48,-2.14,0.8,0.002747046333322169,0.9640591452298968,0.0026483151400094923
2024.0,5.0,5.0,1.0,14.07,72.83,19.79,10.84,-0.54,-0.8,1.03,1.5591990571346763,0.7966011748025118,1.2420598006644519
2024.0,5.0,5.0,2.0,28.1,57.52,19.78,10.43,-0.61,0.54,1.26,3.9428042728989037,0.6291432043751267,2.4805885144755577
2024.0,5.0,5.0,3.0,42.14,42.21,20.63,10.02,-0.67,1.88,1.49,8.057437679328226,0.4616852339477416,3.72
2024.0,5.0,5.0,4.0,30.96,52.81,20.09,9.72,-0.04,0.55,1.75,4.7315404859160095,0.5776260887178449,2.7330612244897963
2024.0,5.0,5.0,5.0,19.77,63.42,19.41,9.42,0.58,-0.77,2.01,2.5159279952180933,0.6936763216528258,1.7452396772662553
2024.0,5.0,5.0,6.0,8.59,74.03,19.05,9.11,1.21,-2.1,2.27,0.9364900996016692,0.8097265545878065,0.7583009017560514
2024.0,5.0,5.0,7.0,6.44,80.4,19.92,8.63,0.8,-2.19,2.38,0.6464688370623808,0.8794004456147461,0.5685049833887044
2024.0,5.0,5.0,8.0,4.29,86.76,20.13,8.14,0.38,-2.29,2.49,0.39907592123235686,0.948964958476808,0.3787090650213574
2024.0,5.0,5.0,9.0,2.15,93.13,20.54,7.65,-0.04,-2.38,2.59,0.18632307069361262,1.0186388495037473,0.18979591836734694
2024.0,5.0,5.0,10.0,3.92,87.82,21.53,8.04,0.6,-2.35,2.56,0.3602553261104315,0.9605590439538181,0.346046511627907
2024.0,5.0,5.0,11.0,5.69,82.51,22.33,8.42,1.24,-2.32,2.53,0.5565746928171134,0.9024792384038892,0.502297104888467
2024.0,5.0,5.0,12.0,7.46,77.2,23.39,8.8,1.87,-2.29,2.5,0.7799006874308544,0.84439943285396,0.658547698149027
2024.0,5.0,5.0,13.0,6.26,79.82,19.31,8.19,1.75,-2.29,2.44,0.6329660049724547,0.8730565120518533,0.5526150925486474
